Macroárea,Área de Estudo,Nome,Gênero,Bolsa PQ,Instituição,Estado da Instituição,Região da Instituição
"Engenharias, Ciências Exatas e da Terra",Física,Noelio Oliveira Dantas,Homem,PQ-1C,UFAL,AL,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Norton Gomes de Almeida,Homem,PQ-2,UFG,GO,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Nuno Miguel Melo Crokidakis Peregrino,Homem,PQ-1D,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Obed Alves Santos,Homem,PQ-C,CBPF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Odilon Divino Damasceno Couto Júnior,Homem,PQ-2,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Odilon Lourenço da Silva Filho,Homem,PQ-2,ITA,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Olexandr Zhydenko,Homem,PQ-C,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Onofre Rojas Santos,Homem,PQ-C,UFLA,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Orlando Luis Goulart Peres,Homem,PQ-1D,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Oscar Jose Pinto Eboli,Homem,PQ-A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Osvaldo Novais de Oliveira Junior,Homem,PQ-1A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Oswaldo Baffa Filho,Homem,PQ-1A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Otaciro Rangel Nascimento,Homem,PQ-1C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Pablo Damasceno Borges,Homem,PQ-C,IME,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Pablo José Gonçalves,Homem,PQ-C,UFG,GO,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Pablo Lima Saldanha,Homem,PQ-C,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Paloma Vieira da Silva,Mulher,PQ-2,UFPI,PI,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Pascoal Jose Giglio Pagliuso,Homem,PQ-1B,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Patrícia Camargo Magalhães,Mulher,PQ-C,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Paula Homem-de-Mello,Mulher,PQ-2,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Paula de Oliveira Ribeiro Alho,Mulher,PQ-2,UERJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulino Ribeiro Villas-Boas,Homem,PQ-C,EMBRAPA,DF,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Alberto Nussenzveig,Homem,PQ-1B,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Americo Maia Neto,Homem,PQ-1B,UFRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Barbeitas Miranda,Homem,PQ-B,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Cesar Aguiar Brandão Filho,Homem,PQ-2,UFAL,AL,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Cesar Piquini,Homem,PQ-1C,UFSM,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Cesar Rech,Homem,PQ-C,UDESC,SC,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Cesar de Morais,Homem,PQ-1A,UCB/DF,DF,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Eduardo Narcizo de Souza,Homem,PQ-2,UnB,DF,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Fernando Papaleo Fichtner,Homem,PQ-1C,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Henrique Souto Ribeiro,Homem,PQ-1B,UFSC,SC,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Paulo José Ferreira Porfírio da Silva,Homem,PQ-2,UFPB,PB,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Noronha Lisboa Filho,Homem,PQ-1C,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Oceanografia,José Maria Landim Dominguez,Homem,PQ-SR,UFBA,BA,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Renato Silva de Carvalho,Homem,PQ-2,UFPI,PI,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Ricardo de Souza,Homem,PQ-C,UFSM,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Roberto de Araújo Campos,Homem,PQ-1D,UFPE,PE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo Sergio Pizani,Homem,PQ-1B,UFSCAR,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Paulo de Tarso Cavalcante Freire,Homem,PQ-1A,UFC,CE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Pedro Alves da Silva Autreto,Homem,PQ-2,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Pedro Henrique Benites Aoki,Homem,PQ-C,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Pedro Henrique de Oliveira Neto,Homem,PQ-1D,UnB,DF,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Pedro Jorge von Ranke Perlingeiro,Homem,PQ-1C,UERJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Pedro Luis Grande,Homem,PQ-1A,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Pedro Paulo de Mello Venezuela,Homem,PQ-2,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Pedro Rogério Sérgi Gomes,Homem,PQ-2,UEL,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Pedro Valadao Carelli,Homem,PQ-2,UFPE,PE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Pedro de Freitas Façanha Filho,Homem,PQ-C,UFMA,MA,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Pietro Chimenti,Homem,PQ-2,UEL,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Priscila Alessio,Mulher,PQ-C,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Puspitapallab Chaudhuri,Homem,PQ-C,UFAM,AM,Norte
"Engenharias, Ciências Exatas e da Terra",Física,Rafael Chaves Souto Araújo,Homem,PQ-B,UFRN,RN,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Rafael Furlan de Oliveira,Homem,PQ-2,CNPEM,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rafael Jesus Gonçalves Rubira,Homem,PQ-C,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rafael Luiz da Silva Rabelo,Homem,PQ-2,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rafael Silva Alencar,Homem,PQ-2,UFC,CE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Rafael Soares Zola,Homem,PQ-B,UTFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Rafael Sá de Freitas,Homem,PQ-C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Raimundo Nogueira da Costa Filho,Homem,PQ-1B,UFC,CE,Nordeste
Ciências da Vida,Parasitologia,Alejandro Miguel Katzin,Homem,PQ-SR,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Raissa Fernandes Pessoa Mendes,Mulher,PQ-C,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Raphael Longuinhos Monteiro Lobato,Homem,PQ-C,UFLA,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Raphael Matozo Tromer,Homem,PQ-C,UnB,DF,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Raquel Giulian,Mulher,PQ-C,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Raul Celistrino Teixeira,Homem,PQ-2,UFSCAR,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Raul de Oliveira Freitas,Homem,PQ-C,CNPEM,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Renata Zukanovich Funchal,Mulher,PQ-1A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Renato Moreira Angelo,Homem,PQ-2,UFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Renato Pakter,Homem,PQ-1C,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Renato Vitalino Gonçalves,Homem,PQ-1D,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Renato de Figueiredo Jardim,Homem,PQ-1B,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rene Felipe Keidel Spada,Homem,PQ-C,ITA,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Renio dos Santos Mendes,Homem,PQ-1B,UEM,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Antonio Mosna,Homem,PQ-2,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Avelino Gomes,Homem,PQ-2,UFG,GO,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Donizeth dos Reis,Homem,PQ-C,CNPEM,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Gargano,Homem,PQ-1C,UnB,DF,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Luiz Viana,Homem,PQ-1B,UFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Meurer Papaléo,Homem,PQ-2,PUCRS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Paupitz Barbosa dos Santos,Homem,PQ-2,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Renan Landim de Carvalho,Homem,PQ-2,UFC,CE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Rodrigues Urbano,Homem,PQ-C,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Souza da Silva,Homem,PQ-C,UFTM,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ricardo Wagner Nunes,Homem,PQ-C,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Riccardo Sturani,Homem,PQ-B,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rita de Cássia dos Anjos,Mulher,PQ-C,UFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Andre Kraenkel,Homem,PQ-1C,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Fernandes Silva Andrade,Homem,PQ-1A,UFBA,BA,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Gomes de Aguiar Veiga,Homem,PQ-C,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Hiroki Miwa,Homem,PQ-1B,UFU,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Linares,Homem,PQ-C,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Luiz Moreira,Homem,PQ-1B,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Magalhães Paniago,Homem,PQ-1D,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Mendonca Faria,Homem,PQ-1A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Menezes Serra,Homem,PQ-1C,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Menezes da Silva,Homem,PQ-C,UFPB,PB,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Rivelino de Melo Moreno,Homem,PQ-B,UFBA,BA,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Silva Sarthour Junior,Homem,PQ-1D,CBPF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto Vinhaes Maluf Cavalcante,Homem,PQ-B,UFC,CE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Roberto da Silva,Homem,PQ-1D,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Robson Ferrari Muniz,Homem,PQ-C,UEM,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Rodolfo Alván Casana Sifuentes,Homem,PQ-1C,UFMA,MA,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Alves Pimenta,Homem,PQ-C,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Barbosa Capaz,Homem,PQ-1A,CNPEM,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Garcia Amorim,Homem,PQ-2,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Gester,Homem,PQ-B,UNIFESSPA,PA,Norte
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Gonçalves Pereira,Homem,PQ-1D,UFRN,RN,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Gribel Lacerda,Homem,PQ-A,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Lage Sacramento,Homem,PQ-C,UFRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Rocha Cuzinatto,Homem,PQ-2,UNIFAL/MG,AL,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Santos Bufalo,Homem,PQ-2,UFLA,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rodrigo Savio Pessoa,Homem,PQ-B,ITA,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rogerio Magalhães Paniago,Homem,PQ-1C,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rogerio Menezes de Almeida,Homem,PQ-2,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Roldão da Rocha,Homem,PQ-1C,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Romain Pierre Marcel Bachelard,Homem,PQ-1D,UFSCAR,SP,Sudeste
Ciências da Vida,Parasitologia,Jeffrey Jon Shaw,Homem,PQ-SR,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ronaldo Junio Campos Batista,Homem,PQ-2,UFOP,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ronaldo Júnio de Oliveira,Homem,PQ-2,UFTM,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ronaldo Santos da Silva,Homem,PQ-1D,UFS,SE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Rossano Lang Carvalho,Homem,PQ-C,UNIFESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rubem Luis Sommer,Homem,PQ-1C,CBPF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rubens Lichtenthäler Filho,Homem,PQ-1C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rudnei de Oliveira Ramos,Homem,PQ-1B,UERJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Rômulo Cesar Rougemont Pereira,Homem,PQ-C,UFG,GO,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Sabrina Borges Lino Araujo,Mulher,PQ-C,UFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Sadhan Kumar Adhikari,Homem,PQ-A,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Saimon Filipe Covre da Silva,Homem,PQ-C,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Samuel Leite de Oliveira,Homem,PQ-1D,UFMS,MS,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Sanclayton Geraldo Carneiro Moreira,Homem,PQ-C,UFPA,PA,Norte
"Engenharias, Ciências Exatas e da Terra",Física,Sandra Filippa Amato,Mulher,PQ-1C,UFRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sandra Sampaio Vianna,Mulher,PQ-2,UFPE,PE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Sandra dos Santos Padula,Mulher,PQ-1C,IFT,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sandro Fonseca de Souza,Homem,PQ-C,UERJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sandro Marcio Lima,Homem,PQ-1B,UEMS,MS,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Santiago Esteban Perez Bergliaffa,Homem,PQ-C,UERJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sebastiao Jose Nascimento de Padua,Homem,PQ-1B,UFMG,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sebastiao William da Silva,Homem,PQ-B,UnB,DF,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Sebastián Gonçalves,Homem,PQ-C,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Sebastião Pratavieira,Homem,PQ-2,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sergio Ferraz Novaes,Homem,PQ-1A,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sergio Garcia Magalhães,Homem,PQ-1D,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Sergio Jose Barbosa Duarte,Homem,PQ-1D,CBPF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sergio Machado Rezende,Homem,PQ-1A,UFPE,PE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Sergio Martins de Souza,Homem,PQ-C,UFLA,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sergio Roberto Lopes,Homem,PQ-1C,UFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Shahram Jalalzadeh,Homem,PQ-2,UFPE,PE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Sherdil Khan,Homem,PQ-C,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Sidiney Geraldo Alves,Homem,PQ-C,UFSJ,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sidney Alves Lourenço,Homem,PQ-C,UTFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Sidney dos Santos Avancini,Homem,PQ-1D,UFSC,SC,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Silvio Buchner,Homem,PQ-2,UFRGS,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Silvio Paolo Sorella,Homem,PQ-A,UERJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Silvio da Costa Ferreira Junior,Homem,PQ-1C,UFV,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Solange Bessa Cavalcanti,Mulher,PQ-B,UFAL,AL,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Solange Binotto Fagan,Mulher,PQ-1C,UFN,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Suani Tavares Rubim de Pinho,Mulher,PQ-C,UFBA,BA,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Sukarno Olavo Ferreira,Homem,PQ-1D,UFV,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sylvio Roberto Accioly Canuto,Homem,PQ-A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Sérgio André Fontes Azevedo,Homem,PQ-1C,UFPB,PB,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Sérgio Michielon de Souza,Homem,PQ-1D,UFAM,AM,Norte
"Engenharias, Ciências Exatas e da Terra",Física,Sílvio Manuel Duarte Queirós,Homem,PQ-2,CBPF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tarciso Silva de Andrade Filho,Homem,PQ-C,UNIFESSPA,PA,Norte
"Engenharias, Ciências Exatas e da Terra",Física,Tarcísio Marciano da Rocha Filho,Homem,PQ-C,UnB,DF,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Tarik Pereira Cysne,Homem,PQ-C,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tatiana Gabriela Rappoport,Mulher,PQ-B,UFRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tatijana Stosic,Mulher,PQ-1D,UFRPE,PE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Tayroni Francisco de Alencar Alves,Homem,PQ-2,UFPI,PI,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Taíse Matte Manhabosco,Mulher,PQ-2,UFOP,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tereza Cristina da Rocha Mendes,Mulher,PQ-C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tertius Lima da Fonseca,Homem,PQ-1C,UFG,GO,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Thais Azevedo Enoki Liarte,Mulher,PQ-C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thaís Victa Trevisan,Mulher,PQ-2,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Theo Zeferino Pavan,Homem,PQ-2,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thereza Cristina de Lacerda Paiva,Mulher,PQ-1C,UFRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago Albuquerque de Assis,Homem,PQ-1D,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago Barbosa dos Santos Guerreiro,Homem,PQ-2,PUC-Rio,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago Branquinho de Queiroz,Homem,PQ-C,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago Carita Correra,Homem,PQ-2,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago José de Almeida Mori,Homem,PQ-C,CNPEM,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago Pedro Mayer Alegre,Homem,PQ-B,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago Rafael Fernandez Perez Tomei,Homem,PQ-2,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago Rodrigues de Oliveira,Homem,PQ-2,UFF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thiago de Lima Prado,Homem,PQ-2,UFPR,PR,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Thiago de Lourenço e Vasconcelos,Homem,PQ-2,INMETRO,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Thomas Kauê Dal'Maso Peron,Homem,PQ-2,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tiago Fiorini da Silva,Homem,PQ-2,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tiago Homero Mariz do Nascimento,Homem,PQ-C,UFAL,AL,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Tiago José de Oliveira,Homem,PQ-1D,UFV,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tiago Pereira da Silva,Homem,PQ-1D,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tito José Bonagamba,Homem,PQ-1B,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tobias Frederico,Homem,PQ-1A,ITA,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tobias Micklitz,Homem,PQ-2,CBPF,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tomaz Catunda,Homem,PQ-1C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tommaso Del Rosso,Homem,PQ-C,PUC-Rio,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tomoi Koide,Homem,PQ-C,UFRJ,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Tulio Costa Rizuti da Rocha,Homem,PQ-2,CNPEM,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Ueslen Rocha Silva,Homem,PQ-C,UFAL,AL,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Vagson Luiz de Carvalho Santos,Homem,PQ-2,UFV,MG,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Valdeci Pereira Mariano de Souza,Homem,PQ-2,UNESP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Valder Nogueira Freire,Homem,PQ-1B,UFC,CE,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Valdir Barbosa Bezerra,Homem,PQ-1A,UFPB,PB,Nordeste
"Engenharias, Ciências Exatas e da Terra",Física,Valdir Brunetti Scarduelli,Homem,PQ-2,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Valdir Guimarães,Homem,PQ-1C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Valentina Martelli,Mulher,PQ-C,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Valery Shchesnovich,Homem,PQ-2,UFABC,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Valmor Roberto Mastelaro,Homem,PQ-1B,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Valtencir Zucolotto,Homem,PQ-A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Valter Aragão do Nascimento,Homem,PQ-2,UFMS,MS,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Vanderlei Salvador Bagnato,Homem,PQ-1A,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Vanuildo Silva de Carvalho,Homem,PQ-C,UFG,GO,Centro-Oeste
"Engenharias, Ciências Exatas e da Terra",Física,Varese Salvador Timoteo,Homem,PQ-2,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Varlei Rodrigues,Homem,PQ-C,UNICAMP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Verônica de Carvalho Teixeira,Mulher,PQ-C,CNPEM,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Victor Carôzo Gois de Oliveira,Homem,PQ-C,PUC-Rio,RJ,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Victor Lopez Richard,Homem,PQ-2,UFSCAR,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Victor Luiz Quito,Homem,PQ-2,USP,SP,Sudeste
"Engenharias, Ciências Exatas e da Terra",Física,Victor Paulo Barros Gonçalves,Homem,PQ-1A,UFPEL,RS,Sul
"Engenharias, Ciências Exatas e da Terra",Física,Viktor Dodonov,Homem,PQ-1B,UnB,DF,Centro-Oeste
