Macroárea,Área de Estudo,Nome,Gênero,Bolsa PQ,Instituição,Estado da Instituição,Região da Instituição
Ciências Humanas e Sociais Aplicadas,Administração,Robert Aldo Iquiapaza Coaguila,Homem,PQ-2,UFMG,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Roberto Carlos Bernardes,Homem,PQ-C,FEI,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Roberto Carlos Klann,Homem,PQ-2,FURB,SC,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Rodrigo Fernandes Malaquias,Homem,PQ-2,UFU,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Romualdo Douglas Colauto,Homem,PQ-2,UFPR,PR,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Rosalia Aldraci Barbosa Lavarda,Mulher,PQ-C,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Rosilene Marcon,Mulher,PQ-1D,UNIVALI,SC,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Rosley Anholon,Homem,PQ-C,UNICAMP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Sady Mazzioni,Homem,PQ-C,UNOCHAPECO,SC,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Salomão Alencar de Farias,Homem,PQ-C,UFPE,PE,Nordeste
Ciências Humanas e Sociais Aplicadas,Administração,Samuel Façanha Câmara,Homem,PQ-2,UECE,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Administração,Sandra Rolim Ensslin,Mulher,PQ-1D,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Sandro Cabral,Homem,PQ-B,INSPER,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Serje Schmidt,Homem,PQ-2,FEEVALE,RS,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Sidnei Vieira Marinho,Homem,PQ-C,UNIVALI,SC,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Silvia Pereira de Castro Casa Nova,Mulher,PQ-2,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Silvio Popadiuk,Homem,PQ-2,MACKENZIE,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Simone Sehnem,Mulher,PQ-2,UNISUL,SC,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Simone Vasconcelos Ribeiro Galina,Mulher,PQ-C,USP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Sirlei Lemes,Mulher,PQ-2,UFU,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Susana Carla Farias Pereira,Mulher,PQ-2,FGV,SP,Sudeste
Ciências da Vida,Agronomia,Acelino Couto Alfenas,Homem,PQ-SR,UFV,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Sérgio Carvalho Benício de Mello,Homem,PQ-C,UFPE,PE,Nordeste
Ciências Humanas e Sociais Aplicadas,Administração,Sérgio Giovanetti Lazzarini,Homem,PQ-C,INSPER,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Sílvio Roberto Stéfani,Homem,PQ-2,UNICENTRO,PR,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Tarcísio Pedro da Silva,Homem,PQ-2,FURB,SC,Sul
Ciências da Vida,Agronomia,José Oswaldo de Siqueira,Homem,PQ-SR,UFLA,MG,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Valmir Emil Hoffmann,Homem,PQ-1D,UFSC,SC,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Valter Afonso Vieira,Homem,PQ-1D,UEM,PR,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Vicente Lima Crisóstomo,Homem,PQ-2,UFC,CE,Nordeste
Ciências Humanas e Sociais Aplicadas,Administração,Victor Silva Corrêa,Homem,PQ-2,UNIP,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Vilmar Antonio Gonçalves Tondolo,Homem,PQ-2,UFPEL,RS,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Vinícius Andrade Brei,Homem,PQ-C,UFRGS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Vinícius Costa da Silva Zonatto,Homem,PQ-C,UFSM,RS,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Vânia Maria Jorge Nassif,Mulher,PQ-2,UNINOVE,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Wagner Junior Ladeira,Homem,PQ-C,UNISINOS,RS,Sul
Ciências Humanas e Sociais Aplicadas,Administração,Wenner Glaucio Lopes Lucena,Homem,PQ-2,UFPB,PB,Nordeste
Ciências Humanas e Sociais Aplicadas,Administração,Wesley Mendes Da Silva,Homem,PQ-2,FGV,SP,Sudeste
Ciências Humanas e Sociais Aplicadas,Administração,Wesley Vieira da Silva,Homem,PQ-1D,UFAL,AL,Nordeste
Ciências Humanas e Sociais Aplicadas,Administração,Wilson Toshiro Nakamura,Homem,PQ-2,MACKENZIE,SP,Sudeste
Ciências da Vida,Agronomia,Abadia dos Reis Nascimento,Mulher,PQ-C,UFG,GO,Centro-Oeste
Ciências da Vida,Agronomia,Acacio Aparecido Navarrete,Homem,PQ-C,UNIVBRASIL,SP,Sudeste
Ciências da Vida,Agronomia,Wanderley Melo,Homem,PQ-SR,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Adalberto Hipólito de Sousa,Homem,PQ-C,UFAC,AC,Norte
Ciências da Vida,Agronomia,Adalton Mazetti Fernandes,Homem,PQ-B,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Ademir Sérgio Ferreira de Araújo,Homem,PQ-1C,UFPI,PI,Nordeste
Ciências da Vida,Agronomia,Ademir de Oliveira Ferreira,Homem,PQ-C,UFRPE,PE,Nordeste
Ciências da Vida,Agronomia,Adeney de Freitas Bueno,Homem,PQ-1D,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Adenir Vieira Teodoro,Homem,PQ-C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Adilson Vidal Costa,Homem,PQ-C,UFES,ES,Sudeste
Ciências da Vida,Agronomia,Adriana Pinheiro Martinelli,Mulher,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Agronomia,Adriano Jakelaitis,Homem,PQ-2,IF Goiano,GO,Centro-Oeste
Ciências da Vida,Agronomia,Adriano Stephan Nascente,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Adriano Teodoro Bruzi,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Adriano do Nascimento Simoes,Homem,PQ-2,UFRPE,PE,Nordeste
Ciências da Vida,Agronomia,Adão Felipe dos Santos,Homem,PQ-C,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Adésio Ferreira,Homem,PQ-1D,UFES,ES,Sudeste
Ciências da Vida,Agronomia,Adônis Moreira,Homem,PQ-1C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Aike Anneliese KRETZSCHMAR,Mulher,PQ-C,UDESC,SC,Sul
Ciências da Vida,Agronomia,Ailton Reis,Homem,PQ-1D,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Alan Carlos da Costa,Homem,PQ-B,IF Goiano,GO,Centro-Oeste
Ciências da Vida,Agronomia,Alan Rodrigo Panosso,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Alberto Cargnelutti Filho,Homem,PQ-1A,UFSM,RS,Sul
Ciências da Vida,Agronomia,Alberto Soares Corrêa,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Agronomia,Alberto Vasconcellos Inda Junior,Homem,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Agronomia,Alceu Pedrotti,Homem,PQ-2,UFS,SE,Nordeste
Ciências da Vida,Agronomia,Alcinei Mistico Azevedo,Homem,PQ-C,UFMG,MG,Sudeste
Ciências da Vida,Agronomia,Aldo Merotto Junior,Homem,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Agronomia,Aleksander Westphal Muniz,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Alessandra Alves de Souza,Mulher,PQ-1D,IAC,SP,Sudeste
Ciências da Vida,Agronomia,Alessandra Marieli Vacari,Mulher,PQ-C,UNIFRAN,SP,Sudeste
Ciências da Vida,Agronomia,Alessandro Dal'Col Lúcio,Homem,PQ-1C,UFSM,RS,Sul
Ciências da Vida,Agronomia,Alessandro Lucca Braccini,Homem,PQ-A,UEM,PR,Sul
Ciências da Vida,Agronomia,Alessandro de Mello Varani,Homem,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Alexander Machado Auad,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Alexandre Christofaro Silva,Homem,PQ-B,UFVJM,MG,Sudeste
Ciências da Vida,Agronomia,Alexandre Pio Viana,Homem,PQ-1A,UENF,RJ,Sudeste
Ciências da Vida,Agronomia,Alexandre Reis Machado,Homem,PQ-2,UFPE,PE,Nordeste
Ciências da Vida,Agronomia,Alexandre Specht,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Alexandre ten Caten,Homem,PQ-2,UFSC,SC,Sul
Ciências da Vida,Agronomia,Alfredo Junior Paiola Albrecht,Homem,PQ-2,UFPR,PR,Sul
Ciências da Vida,Agronomia,Alice Kazuko Inoue Nagata,Mulher,PQ-1B,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Alisson Jadavi Pereira da Silva,Homem,PQ-C,IFBAIANO,BA,Nordeste
Ciências da Vida,Agronomia,Allan Klynger da Silva Lobato,Homem,PQ-2,UFRA,PA,Norte
Ciências da Vida,Agronomia,Althieris de Souza Saraiva,Homem,PQ-C,IF Goiano,GO,Centro-Oeste
Ciências da Vida,Agronomia,Amanda Posselt Martins,Mulher,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Agronomia,Amauri Bogo,Homem,PQ-1D,UDESC,SC,Sul
Ciências da Vida,Agronomia,Ana Carolina Campana Nascimento,Mulher,PQ-C,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Ana Christina Brasileiro Vidal,Mulher,PQ-2,UFPE,PE,Nordeste
Ciências da Vida,Agronomia,Ana Cristina Fermino Soares,Mulher,PQ-1C,UFRB,BA,Nordeste
Ciências da Vida,Agronomia,Ana Dolores Santiago de Freitas,Mulher,PQ-1D,UFRPE,PE,Nordeste
Ciências da Vida,Agronomia,Ana Hortência Fonsêca Castro,Mulher,PQ-C,UFSJ,MG,Sudeste
Ciências da Vida,Agronomia,Ana Maria Soares Pereira,Mulher,PQ-1D,UNAERP,SP,Sudeste
Ciências da Vida,Agronomia,Ana Paula Oliveira Nogueira,Mulher,PQ-2,UFU,MG,Sudeste
Ciências da Vida,Agronomia,Ana Veruska Cruz da Silva Muniz,Mulher,PQ-C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Ana da Silva Ledo,Mulher,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Anderson Dionei Grutzmacher,Homem,PQ-1D,UFPEL,RS,Sul
Ciências da Vida,Agronomia,Anderson Rodrigo da Silva,Homem,PQ-1C,IF Goiano,GO,Centro-Oeste
Ciências da Vida,Agronomia,Andressa Cristina Zamboni Machado,Mulher,PQ-C,Agronema,GO,Centro-Oeste
Ciências da Vida,Agronomia,Andrey Moacir do Rosario Marinho,Homem,PQ-2,UFPA,PA,Norte
Ciências da Vida,Agronomia,André Luiz Lourenção,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Agronomia,André Ricardo Zeist,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Agronomia,André da Rosa Ulguim,Homem,PQ-C,UFSM,RS,Sul
Ciências da Vida,Agronomia,Andrés Calderín García,Homem,PQ-C,UFRRJ,RJ,Sudeste
Ciências da Vida,Agronomia,Anelise Beneduzi da Silveira,Mulher,PQ-C,SEAPI,RS,Sul
Ciências da Vida,Agronomia,Angela Celis de Almeida Lopes,Mulher,PQ-1D,UFPI,PI,Nordeste
Ciências da Vida,Agronomia,Angela Mehta dos Reis,Mulher,PQ-1D,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Angelo Pallini,Homem,PQ-1A,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Angelo Pedro Jacomino,Homem,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Agronomia,Antonio Augusto Franco Garcia,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Agronomia,Antonio Carlos Lofego,Homem,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Antonio Carlos Saraiva da Costa,Homem,PQ-1D,UEM,PR,Sul
Ciências da Vida,Agronomia,Antonio Carlos de Azevedo,Homem,PQ-2,USP,SP,Sudeste
Ciências da Vida,Agronomia,Antonio Chalfun Junior,Homem,PQ-1D,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Antonio Clementino dos Santos,Homem,PQ-B,UFAPE,PE,Nordeste
Ciências da Vida,Agronomia,Antonio Costa de Oliveira,Homem,PQ-1A,UFPEL,RS,Sul
Ciências da Vida,Agronomia,Antonio Ismael Inacio Cardoso,Homem,PQ-1C,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Antonio Mendes de Oliveira Neto,Homem,PQ-C,UDESC,SC,Sul
Ciências da Vida,Agronomia,Antonio Policarpo Souza Carneiro,Homem,PQ-C,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Antonio Rodrigues Fernandes,Homem,PQ-1D,UFRA,PA,Norte
Ciências da Vida,Agronomia,Antonio Samuel Alves da Silva,Homem,PQ-C,UFRPE,PE,Nordeste
Ciências da Vida,Agronomia,Antonio Teixeira do Amaral Júnior,Homem,PQ-1A,UENF,RJ,Sudeste
Ciências da Vida,Agronomia,Antonio Vargas de Oliveira Figueira,Homem,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Agronomia,Arcângelo Loss,Homem,PQ-1D,UFSC,SC,Sul
Ciências da Vida,Agronomia,Arie Fitzgerald Blank,Homem,PQ-1A,UFS,SE,Nordeste
Ciências da Vida,Agronomia,Arminda Moreira de Carvalho,Mulher,PQ-C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Arthur Arrobas Martins Barroso,Homem,PQ-C,UFPR,PR,Sul
Ciências da Vida,Agronomia,Arthur Bernardes Cecílio Filho,Homem,PQ-1B,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Arthur Prudêncio de Araujo Pereira,Homem,PQ-2,UFC,CE,Nordeste
Ciências da Vida,Agronomia,Aurenivia Bonifácio de Lima,Mulher,PQ-2,UFPI,PI,Nordeste
Ciências da Vida,Agronomia,Auri Brackmann,Homem,PQ-1C,UFSM,RS,Sul
Ciências da Vida,Agronomia,Aurélio Paes Barros Júnior,Homem,PQ-1D,UFERSA,RN,Nordeste
Ciências da Vida,Agronomia,Aurélio Rubio Neto,Homem,PQ-2,IF Goiano,GO,Centro-Oeste
Ciências da Vida,Agronomia,Beata Emoke Madari,Mulher,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Beatriz Cervejeira Bolanho Barros,Mulher,PQ-2,UEM,PR,Sul
Ciências da Vida,Agronomia,Ben Hur Mattiuzzo,Homem,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Bergson Guedes Bezerra,Homem,PQ-C,UFRN,RN,Nordeste
Ciências da Vida,Agronomia,Betania Ferraz Quirino,Mulher,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Braulio Otomar Caron,Homem,PQ-1C,UFSM,RS,Sul
Ciências da Vida,Agronomia,Bruno Galvêas Laviola,Homem,PQ-1C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Bruno Henrique Sardinha de Souza,Homem,PQ-C,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Bruno José Rodrigues Alves,Homem,PQ-1C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Bruno Montoani Silva,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Bruno Sérgio Vieira,Homem,PQ-2,UFU,MG,Sudeste
Ciências da Vida,Agronomia,Bruno Teixeira Ribeiro,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Caio Antonio Carbonari,Homem,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Caio Tavora Rachid Coelho da Costa,Homem,PQ-C,UFRJ,RJ,Sudeste
Ciências da Vida,Agronomia,Camila Ferreira Azevedo,Mulher,PQ-1D,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Camila Ferreira de Pinho,Mulher,PQ-C,UFRRJ,RJ,Sudeste
Ciências da Vida,Agronomia,Camila Pegoraro,Mulher,PQ-2,UFPEL,RS,Sul
Ciências da Vida,Agronomia,Camille Eichelberger Granada,Mulher,PQ-2,UNIVATES,RS,Sul
Ciências da Vida,Agronomia,Carla Andréa Delatorre,Mulher,PQ-2,UFRGS,RS,Sul
Ciências da Vida,Agronomia,Carlos Alberto Labate,Homem,PQ-1B,USP,SP,Sudeste
Ciências da Vida,Agronomia,Carlos Alberto Scapim,Homem,PQ-1A,UEM,PR,Sul
Ciências da Vida,Agronomia,Carlos Alberto Silva,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Carlos Alberto da Silva Ledo,Homem,PQ-1D,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Carlos Alexandre Costa Crusciol,Homem,PQ-1A,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Carlos Alfredo Lopes de Carvalho,Homem,PQ-1B,UFRB,BA,Nordeste
Ciências da Vida,Agronomia,Carlos Antonio Fernandes Santos,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Carlos Eduardo Magalhães dos Santos,Homem,PQ-1D,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Carlos Eduardo Pellegrino Cerri,Homem,PQ-1C,USP,SP,Sudeste
Ciências da Vida,Agronomia,Carlos Ernesto Gonçalves Reynaud Schaefer,Homem,PQ-1A,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Carlos Frederico Wilcken,Homem,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Carlos Gilberto Raetano,Homem,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Carlos Henrique Salvino Gadelha Meneses,Homem,PQ-C,UEPB,PB,Nordeste
Ciências da Vida,Agronomia,Carlos Henrique de Brito,Homem,PQ-C,UFPB,PB,Nordeste
Ciências da Vida,Agronomia,Carlos Priminho Pirovani,Homem,PQ-1B,UESC,BA,Nordeste
Ciências da Vida,Agronomia,Carlos Tadeu dos Santos Dias,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Agronomia,Carmen Sílvia Fernandes Boaro,Mulher,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Carolina Riviera Duarte Maluche Baretta,Mulher,PQ-2,UNOCHAPECO,SC,Sul
Ciências da Vida,Agronomia,Carolina Weigert Galvão,Mulher,PQ-2,UEPG,PR,Sul
Ciências da Vida,Agronomia,Caroline Miranda Biondi,Mulher,PQ-2,UFRPE,PE,Nordeste
Ciências da Vida,Agronomia,Cassandro Vidal Talamini do Amarante,Homem,PQ-1C,UDESC,SC,Sul
Ciências da Vida,Agronomia,Cassio Hamilton Abreu Junior,Homem,PQ-C,USP,SP,Sudeste
Ciências da Vida,Agronomia,Celso Aita,Homem,PQ-1D,UFSM,RS,Sul
Ciências da Vida,Agronomia,Celso Omoto,Homem,PQ-A,USP,SP,Sudeste
Ciências da Vida,Agronomia,Cesar Augusto Marchioro,Homem,PQ-C,UFSC,SC,Sul
Ciências da Vida,Agronomia,Cesar Bauer Gomes,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Cesar Elias Botelho,Homem,PQ-2,EPAMIG,MG,Sudeste
Ciências da Vida,Agronomia,Charline Zaratin Alves,Mulher,PQ-2,UFMS,MS,Centro-Oeste
Ciências da Vida,Agronomia,Chirlei Glienke,Mulher,PQ-2,UFPR,PR,Sul
Ciências da Vida,Agronomia,Christian Sherley Araujo da Silva Torres,Mulher,PQ-C,UFRPE,PE,Nordeste
Ciências da Vida,Agronomia,Christiana de Fátima Bruce da Silva,Mulher,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Cibele Chalita Martins,Mulher,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Cicero Carlos de Souza Almeida,Homem,PQ-2,UFAL,AL,Nordeste
Ciências da Vida,Agronomia,Cicero Deschamps,Homem,PQ-2,UFPR,PR,Sul
Ciências da Vida,Agronomia,Cileide Maria Medeiros Coelho Arruda de Souza,Mulher,PQ-1C,UDESC,SC,Sul
Ciências da Vida,Agronomia,Cimélio Bayer,Homem,PQ-A,UFRGS,RS,Sul
Ciências da Vida,Agronomia,Ciro Antonio Rosolem,Homem,PQ-1A,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Claudemir Zucareli,Homem,PQ-1D,UEL,PR,Sul
Ciências da Vida,Agronomia,Claudete Aparecida Mangolin,Mulher,PQ-1D,UEM,PR,Sul
Ciências da Vida,Agronomia,Claudia Alessandra Peixoto de Barros,Mulher,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Agronomia,Claudia Fortes Ferreira,Mulher,PQ-2,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Claudia Regina Batista de Souza,Mulher,PQ-C,UFPA,PA,Norte
Ciências da Vida,Agronomia,Claudivan Feitosa de Lacerda,Homem,PQ-1C,UFC,CE,Nordeste
Ciências da Vida,Agronomia,Cledimar Rogério Lourenzi,Homem,PQ-2,UFSC,SC,Sul
Ciências da Vida,Agronomia,Cleiton Antônio Nunes,Homem,PQ-1D,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Clistenes Williams Araujo do Nascimento,Homem,PQ-A,UFRPE,PE,Nordeste
Ciências da Vida,Agronomia,Cláudia Liane Rodrigues de Lima,Mulher,PQ-2,UFPEL,RS,Sul
Ciências da Vida,Agronomia,Cláudia Regina Dias Arieira,Mulher,PQ-B,UEM,PR,Sul
Ciências da Vida,Agronomia,Cláudio Roberto Fonsêca Sousa Soares,Homem,PQ-2,UFSC,SC,Sul
Ciências da Vida,Agronomia,Clíssia Barboza Mastrangelo,Mulher,PQ-2,USP,SP,Sudeste
Ciências da Vida,Agronomia,Cosme Damiao Cruz,Homem,PQ-1A,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Cristiano André Pott,Homem,PQ-C,UNICENTRO,PR,Sul
Ciências da Vida,Agronomia,Cristiano André Steffens,Homem,PQ-1C,UDESC,SC,Sul
Ciências da Vida,Agronomia,Cristiano Dietrich Ferreira,Homem,PQ-C,UNISINOS,RS,Sul
Ciências da Vida,Agronomia,Cácio Luiz Boechat,Homem,PQ-2,UFPI,PI,Nordeste
Ciências da Vida,Agronomia,Cássio Antonio Tormena,Homem,PQ-1B,UEM,PR,Sul
Ciências da Vida,Agronomia,Cícero Célio de Figueiredo,Homem,PQ-1D,UnB,DF,Centro-Oeste
Ciências da Vida,Agronomia,Dagoberto Martins,Homem,PQ-1D,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Daiane Cristina Sass,Mulher,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Daniel Bernardi,Homem,PQ-1D,UFPEL,RS,Sul
Ciências da Vida,Agronomia,Daniel Furtado Ferreira,Homem,PQ-1D,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Daniel Guariz Pinheiro,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Daniel Júnior de Andrade,Homem,PQ-B,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Daniel Ricardo Sosa-Gomez,Homem,PQ-1D,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Daniel Valadão Silva,Homem,PQ-A,UFERSA,RN,Nordeste
Ciências da Vida,Agronomia,Danielle Fabiola Pereira da Silva,Mulher,PQ-2,UFJ,GO,Centro-Oeste
Ciências da Vida,Agronomia,Danilo Batista Pinho,Homem,PQ-1D,UnB,DF,Centro-Oeste
Ciências da Vida,Agronomia,Danilo Eduardo Rozane,Homem,PQ-2,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Danilo Rheinheimer dos Santos,Homem,PQ-1C,UFSM,RS,Sul
Ciências da Vida,Agronomia,Dauri José Tessmann,Homem,PQ-B,UEM,PR,Sul
Ciências da Vida,Agronomia,Debora Barbosa de Lima Melo,Mulher,PQ-C,UFPE,PE,Nordeste
Ciências da Vida,Agronomia,Deborah Pinheiro Dick,Mulher,PQ-C,UFRGS,RS,Sul
Ciências da Vida,Agronomia,Dejane Santos Alves,Mulher,PQ-C,UTFPR,PR,Sul
Ciências da Vida,Agronomia,Dener Márcio da Silva Oliveira,Homem,PQ-C,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Denilson Ferreira de Oliveira,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Denise Cunha Fernandes dos Santos Dias,Mulher,PQ-1B,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Denise Cybis Fontana,Mulher,PQ-1D,UFRGS,RS,Sul
Ciências da Vida,Agronomia,Denise Schmidt,Mulher,PQ-1D,UFSM,RS,Sul
Ciências da Vida,Agronomia,Derly Jose Henriques da Silva,Homem,PQ-1C,UFV,MG,Sudeste
Ciências da Vida,Agronomia,Diego Cunha Zied,Homem,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Diego Mauricio Riano Pachon,Homem,PQ-1D,USP,SP,Sudeste
Ciências da Vida,Agronomia,Diego Silva Batista,Homem,PQ-2,UFPB,PB,Nordeste
Ciências da Vida,Agronomia,Dilmar Baretta,Homem,PQ-1C,UDESC,SC,Sul
Ciências da Vida,Agronomia,Dilson Antônio Bisognin,Homem,PQ-1D,UFSM,RS,Sul
Ciências da Vida,Agronomia,Dirceu Agostinetto,Homem,PQ-1D,UFPEL,RS,Sul
Ciências da Vida,Agronomia,Dirceu Maximino Fernandes,Homem,PQ-C,UNESP,SP,Sudeste
Ciências da Vida,Agronomia,Dirceu Pratissoli,Homem,PQ-C,CCAE/CCENS,ES,Sudeste
Ciências da Vida,Agronomia,Dirceu de Mattos Junior,Homem,PQ-C,IAC,SP,Sudeste
Ciências da Vida,Agronomia,Disney Ribeiro Dias,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Diva de Souza Andrade,Mulher,PQ-2,IDR-Paraná,PR,Sul
Ciências da Vida,Agronomia,Djail Santos,Homem,PQ-2,UFPB,PB,Nordeste
Ciências da Vida,Agronomia,Dori Edson Nava,Homem,PQ-B,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Douglas José Marques,Homem,PQ-2,UFU,MG,Sudeste
Ciências da Vida,Agronomia,Douglas Ramos Guelfi Silva,Homem,PQ-2,UFLA,MG,Sudeste
Ciências da Vida,Agronomia,Drauzio Eduardo Naretto Rangel,Homem,PQ-1D,UNIVBRASIL,SP,Sudeste
Ciências da Vida,Agronomia,Eder Jorge de Oliveira,Homem,PQ-1C,EMBRAPA,DF,Centro-Oeste
Ciências da Vida,Agronomia,Ederson da Conceição Jesus,Homem,PQ-2,EMBRAPA,DF,Centro-Oeste
